person_id,judge_flag,position,status,disclosures_count
6674,1,2,judge with multiple positions,
6675,1,3,judge with multiple positions,
6676,1,2,judge with multiple positions,
6677,2,3,judge with multiple positions,
6678,2,2,judge with multiple positions,
6679,1,3,judge with multiple positions,
6680,1,2,judge with multiple positions,
6681,2,3,judge with multiple positions,
6682,2,4,judge with multiple positions,
6683,1,2,judge with multiple positions,
6684,1,2,judge with multiple positions,
6686,1,2,judge with multiple positions,
6687,2,4,judge with multiple positions,
6688,1,1,judge with 1 position,
6689,1,1,judge with 1 position,
6690,2,3,judge with multiple positions,
6691,1,2,judge with multiple positions,
6692,1,3,judge with multiple positions,
6693,2,4,judge with multiple positions,
6694,1,1,judge with 1 position,
6695,2,3,judge with multiple positions,
6696,1,2,judge with multiple positions,
6697,1,1,judge with 1 position,
6698,6,7,judge with multiple positions,
6699,1,2,judge with multiple positions,
6700,1,2,judge with multiple positions,
6701,1,3,judge with multiple positions,
6702,1,2,judge with multiple positions,
6703,1,2,judge with multiple positions,
6704,2,3,judge with multiple positions,
6705,1,1,judge with 1 position,
6706,1,1,judge with 1 position,
6707,1,1,judge with 1 position,
6708,3,4,judge with multiple positions,
6709,2,4,judge with multiple positions,
6710,3,5,judge with multiple positions,
6711,2,3,judge with multiple positions,
6712,3,4,judge with multiple positions,
6713,2,3,judge with multiple positions,
6714,3,3,judge with multiple positions,
6715,1,1,judge with 1 position,
6716,2,3,judge with multiple positions,
6717,2,3,judge with multiple positions,
6718,1,1,judge with 1 position,
6719,1,2,judge with multiple positions,
6720,2,5,judge with multiple positions,
6721,1,1,judge with 1 position,
6722,3,5,judge with multiple positions,
6723,1,1,judge with 1 position,
6724,1,1,judge with 1 position,
6725,2,3,judge with multiple positions,
6726,1,1,judge with 1 position,
6727,1,1,judge with 1 position,
6728,2,3,judge with multiple positions,
6729,2,4,judge with multiple positions,
6730,2,3,judge with multiple positions,
6731,2,4,judge with multiple positions,
6732,1,1,judge with 1 position,
6733,2,4,judge with multiple positions,
6734,1,1,judge with 1 position,
6735,2,3,judge with multiple positions,
6736,1,1,judge with 1 position,
6737,2,2,judge with multiple positions,
6738,2,3,judge with multiple positions,
6740,1,1,judge with 1 position,
6741,2,3,judge with multiple positions,
6742,2,3,judge with multiple positions,
6743,1,1,judge with 1 position,
6744,2,2,judge with multiple positions,
6745,2,2,judge with multiple positions,
6746,1,1,judge with 1 position,
6747,2,3,judge with multiple positions,
6748,2,3,judge with multiple positions,
6749,1,1,judge with 1 position,
6750,2,3,judge with multiple positions,
6751,2,4,judge with multiple positions,
6752,2,2,judge with multiple positions,
6753,3,4,judge with multiple positions,
6754,1,1,judge with 1 position,
6755,2,2,judge with multiple positions,
6756,4,6,judge with multiple positions,
6757,1,1,judge with 1 position,
6758,1,2,judge with multiple positions,
6759,1,1,judge with 1 position,
6760,2,3,judge with multiple positions,
6761,2,3,judge with multiple positions,
6762,1,1,judge with 1 position,
6763,1,1,judge with 1 position,
6764,1,3,judge with multiple positions,
6765,1,1,judge with 1 position,
6766,1,1,judge with 1 position,
6767,1,1,judge with 1 position,
6768,1,1,judge with 1 position,
6769,1,1,judge with 1 position,
6770,2,3,judge with multiple positions,
6771,3,3,judge with multiple positions,
6772,1,3,judge with multiple positions,
6773,2,4,judge with multiple positions,
6774,1,2,judge with multiple positions,
6775,1,2,judge with multiple positions,
6776,1,1,judge with 1 position,
6777,1,2,judge with multiple positions,
6778,1,1,judge with 1 position,
6780,1,1,judge with 1 position,
6782,1,1,judge with 1 position,
6783,2,3,judge with multiple positions,
6784,1,2,judge with multiple positions,
6785,1,1,judge with 1 position,
6786,2,2,judge with multiple positions,
6787,2,4,judge with multiple positions,
6788,1,1,judge with 1 position,
6789,1,1,judge with 1 position,
6790,1,1,judge with 1 position,
6791,2,2,judge with multiple positions,
6792,3,4,judge with multiple positions,4.0
6793,1,1,judge with 1 position,
6794,1,1,judge with 1 position,
6795,1,1,judge with 1 position,
6796,1,1,judge with 1 position,
6797,1,2,judge with multiple positions,
6798,1,1,judge with 1 position,10.0
6800,1,1,judge with 1 position,
6801,2,3,judge with multiple positions,
6802,2,3,judge with multiple positions,
6803,1,3,judge with multiple positions,
6804,1,1,judge with 1 position,
6805,1,3,judge with multiple positions,
6806,1,1,judge with 1 position,
6807,2,2,judge with multiple positions,
6808,2,2,judge with multiple positions,
6809,1,1,judge with 1 position,
6810,1,1,judge with 1 position,
6811,1,1,judge with 1 position,
6812,2,2,judge with multiple positions,
6813,1,1,judge with 1 position,
6814,1,2,judge with multiple positions,2.0
6815,1,1,judge with 1 position,
6816,1,1,judge with 1 position,
6817,1,2,judge with multiple positions,
6818,1,1,judge with 1 position,
6819,1,1,judge with 1 position,
6820,2,3,judge with multiple positions,
6821,1,2,judge with multiple positions,
6822,1,1,judge with 1 position,
6823,1,1,judge with 1 position,
6824,2,3,judge with multiple positions,
6825,1,1,judge with 1 position,
6826,1,2,judge with multiple positions,
6827,1,2,judge with multiple positions,
6828,1,1,judge with 1 position,
6829,2,2,judge with multiple positions,1.0
6830,1,1,judge with 1 position,
6831,1,1,judge with 1 position,
6832,2,4,judge with multiple positions,
6833,1,1,judge with 1 position,
6834,2,3,judge with multiple positions,
6835,1,2,judge with multiple positions,
6836,2,4,judge with multiple positions,
6837,1,2,judge with multiple positions,
6838,2,4,judge with multiple positions,
6839,1,2,judge with multiple positions,
6840,1,1,judge with 1 position,
6841,1,2,judge with multiple positions,
6842,1,2,judge with multiple positions,
6843,1,1,judge with 1 position,
6844,1,1,judge with 1 position,
6845,3,4,judge with multiple positions,
6846,1,1,judge with 1 position,
6847,2,3,judge with multiple positions,
6848,1,1,judge with 1 position,
6849,1,2,judge with multiple positions,
6850,2,3,judge with multiple positions,
6851,1,1,judge with 1 position,
6852,1,1,judge with 1 position,
6853,2,3,judge with multiple positions,
6854,1,1,judge with 1 position,
6855,2,3,judge with multiple positions,
6856,1,1,judge with 1 position,
6857,1,1,judge with 1 position,
6858,2,3,judge with multiple positions,
6859,2,3,judge with multiple positions,
6860,1,1,judge with 1 position,
6861,2,3,judge with multiple positions,
6862,1,1,judge with 1 position,
6863,1,2,judge with multiple positions,
6864,1,3,judge with multiple positions,
6865,1,3,judge with multiple positions,
6866,1,1,judge with 1 position,
6867,1,1,judge with 1 position,
6868,1,2,judge with multiple positions,
6869,2,2,judge with multiple positions,
6870,1,1,judge with 1 position,
6871,2,3,judge with multiple positions,
6872,1,1,judge with 1 position,
6873,2,5,judge with multiple positions,
6874,1,1,judge with 1 position,
6875,1,1,judge with 1 position,
6876,1,1,judge with 1 position,
6877,2,3,judge with multiple positions,
6878,1,1,judge with 1 position,
6879,1,2,judge with multiple positions,
6880,1,1,judge with 1 position,
6881,2,3,judge with multiple positions,
6882,1,1,judge with 1 position,
6883,1,1,judge with 1 position,
6884,1,1,judge with 1 position,
6885,2,3,judge with multiple positions,
6886,2,3,judge with multiple positions,
6887,1,1,judge with 1 position,
6888,2,4,judge with multiple positions,
6889,1,3,judge with multiple positions,
6890,1,1,judge with 1 position,
6891,2,3,judge with multiple positions,
6892,1,1,judge with 1 position,
6893,1,3,judge with multiple positions,
6894,1,1,judge with 1 position,
6895,1,1,judge with 1 position,
6896,2,3,judge with multiple positions,
6897,1,2,judge with multiple positions,
6898,1,1,judge with 1 position,
6899,1,2,judge with multiple positions,
6900,1,2,judge with multiple positions,
6901,1,1,judge with 1 position,
6902,1,1,judge with 1 position,
6903,1,1,judge with 1 position,
6904,2,3,judge with multiple positions,10.0
6905,2,5,judge with multiple positions,
6906,1,1,judge with 1 position,
6907,1,1,judge with 1 position,
6908,2,3,judge with multiple positions,
6909,1,2,judge with multiple positions,
6910,1,1,judge with 1 position,
6911,1,1,judge with 1 position,
6912,1,1,judge with 1 position,
6913,2,3,judge with multiple positions,
6914,2,3,judge with multiple positions,
6915,2,3,judge with multiple positions,
6916,2,3,judge with multiple positions,
6917,1,1,judge with 1 position,
6918,1,1,judge with 1 position,
6919,2,3,judge with multiple positions,
6920,1,1,judge with 1 position,
6921,1,1,judge with 1 position,
6922,1,1,judge with 1 position,
6923,1,1,judge with 1 position,
6924,1,1,judge with 1 position,
6925,2,3,judge with multiple positions,
6926,1,3,judge with multiple positions,
6927,1,3,judge with multiple positions,
6928,1,1,judge with 1 position,
6929,1,1,judge with 1 position,
6930,2,3,judge with multiple positions,
6931,2,3,judge with multiple positions,
6932,1,1,judge with 1 position,
6933,1,1,judge with 1 position,
6934,2,2,judge with multiple positions,
6935,1,1,judge with 1 position,
6936,1,2,judge with multiple positions,
6937,1,1,judge with 1 position,
6938,1,2,judge with multiple positions,
6939,1,1,judge with 1 position,
6940,2,3,judge with multiple positions,
6941,1,1,judge with 1 position,
6942,1,2,judge with multiple positions,
6943,1,2,judge with multiple positions,
6944,2,3,judge with multiple positions,
6945,1,1,judge with 1 position,
6946,1,1,judge with 1 position,
6947,1,3,judge with multiple positions,9.0
6948,2,4,judge with multiple positions,
6949,4,5,judge with multiple positions,1.0
6950,2,3,judge with multiple positions,
6951,1,1,judge with 1 position,
6952,1,1,judge with 1 position,
6953,1,3,judge with multiple positions,
6954,2,2,judge with multiple positions,
6955,2,2,judge with multiple positions,
6956,1,1,judge with 1 position,
6957,1,1,judge with 1 position,
6958,1,2,judge with multiple positions,
6959,1,1,judge with 1 position,
6960,1,1,judge with 1 position,
6961,1,2,judge with multiple positions,
6962,2,3,judge with multiple positions,
6963,2,3,judge with multiple positions,
6964,1,1,judge with 1 position,1.0
6965,1,2,judge with multiple positions,
6966,2,2,judge with multiple positions,
6967,1,1,judge with 1 position,
6968,1,2,judge with multiple positions,
6969,3,5,judge with multiple positions,
6970,1,1,judge with 1 position,
6971,1,1,judge with 1 position,
6972,1,1,judge with 1 position,
6973,1,2,judge with multiple positions,
6974,2,2,judge with multiple positions,
6975,2,3,judge with multiple positions,
6976,1,1,judge with 1 position,
6977,1,2,judge with multiple positions,
6978,1,1,judge with 1 position,
6979,1,2,judge with multiple positions,
6980,1,1,judge with 1 position,
6981,1,1,judge with 1 position,
6982,1,1,judge with 1 position,2.0
6983,1,1,judge with 1 position,
6984,1,1,judge with 1 position,
6985,2,3,judge with multiple positions,
6986,1,1,judge with 1 position,
6987,1,1,judge with 1 position,
6988,2,3,judge with multiple positions,
6989,1,1,judge with 1 position,
6990,1,1,judge with 1 position,
6991,2,2,judge with multiple positions,
6992,1,2,judge with multiple positions,
6993,1,1,judge with 1 position,
6995,1,1,judge with 1 position,
6996,1,1,judge with 1 position,
6997,2,3,judge with multiple positions,
6998,1,1,judge with 1 position,
6999,1,1,judge with 1 position,
7000,2,3,judge with multiple positions,6.0
7001,2,3,judge with multiple positions,
7002,1,1,judge with 1 position,
7003,2,3,judge with multiple positions,
7004,2,3,judge with multiple positions,
7005,1,1,judge with 1 position,
7006,1,2,judge with multiple positions,
7007,1,1,judge with 1 position,
7008,2,3,judge with multiple positions,
7009,2,3,judge with multiple positions,
7010,1,2,judge with multiple positions,
7011,1,3,judge with multiple positions,
7012,1,1,judge with 1 position,
7013,1,1,judge with 1 position,
7014,2,4,judge with multiple positions,
7015,2,2,judge with multiple positions,
7016,1,2,judge with multiple positions,
7017,1,1,judge with 1 position,
7018,3,3,judge with multiple positions,
7019,2,3,judge with multiple positions,
7020,1,1,judge with 1 position,
7021,2,3,judge with multiple positions,
7022,2,3,judge with multiple positions,
7023,1,1,judge with 1 position,
7024,2,3,judge with multiple positions,
7025,1,1,judge with 1 position,
7026,1,2,judge with multiple positions,
7027,1,1,judge with 1 position,
7028,1,1,judge with 1 position,
7029,1,1,judge with 1 position,
7030,1,1,judge with 1 position,
7031,1,1,judge with 1 position,
7032,1,3,judge with multiple positions,
7033,1,1,judge with 1 position,
7034,1,1,judge with 1 position,
7035,1,2,judge with multiple positions,
7036,2,3,judge with multiple positions,
7037,1,1,judge with 1 position,
7038,1,1,judge with 1 position,
7039,1,1,judge with 1 position,
7040,1,1,judge with 1 position,
7041,1,1,judge with 1 position,
7042,1,3,judge with multiple positions,
7043,1,2,judge with multiple positions,
7044,1,1,judge with 1 position,
7045,1,1,judge with 1 position,
7046,1,1,judge with 1 position,
7047,2,3,judge with multiple positions,
7048,1,2,judge with multiple positions,
7049,1,1,judge with 1 position,
7050,1,2,judge with multiple positions,
7051,1,2,judge with multiple positions,
7052,1,2,judge with multiple positions,
7053,1,1,judge with 1 position,
7054,2,3,judge with multiple positions,
7055,1,1,judge with 1 position,
7056,1,1,judge with 1 position,
7057,2,3,judge with multiple positions,
7058,1,2,judge with multiple positions,
7059,2,3,judge with multiple positions,
7060,2,3,judge with multiple positions,
7061,1,1,judge with 1 position,
7062,2,3,judge with multiple positions,
7063,1,1,judge with 1 position,
7064,1,1,judge with 1 position,
7065,1,1,judge with 1 position,
7066,2,3,judge with multiple positions,
7067,1,1,judge with 1 position,
7068,1,2,judge with multiple positions,
7069,1,2,judge with multiple positions,
7070,1,3,judge with multiple positions,
7071,2,3,judge with multiple positions,
7072,1,1,judge with 1 position,
7073,1,1,judge with 1 position,
7074,2,3,judge with multiple positions,
7075,1,1,judge with 1 position,
7076,1,1,judge with 1 position,
7077,1,1,judge with 1 position,
7078,1,1,judge with 1 position,
7079,3,3,judge with multiple positions,
7080,2,3,judge with multiple positions,
7081,1,1,judge with 1 position,
7082,1,1,judge with 1 position,
7083,2,2,judge with multiple positions,
7084,1,1,judge with 1 position,
7085,1,2,judge with multiple positions,
7086,2,3,judge with multiple positions,
7087,2,3,judge with multiple positions,
7088,1,2,judge with multiple positions,
7089,1,1,judge with 1 position,
7090,2,3,judge with multiple positions,
7091,2,2,judge with multiple positions,
7092,1,2,judge with multiple positions,
7093,1,1,judge with 1 position,
7094,2,2,judge with multiple positions,
7095,1,1,judge with 1 position,
7096,1,1,judge with 1 position,
7097,2,3,judge with multiple positions,
7098,1,1,judge with 1 position,
7099,1,1,judge with 1 position,
7100,2,4,judge with multiple positions,
7101,1,4,judge with multiple positions,
7102,1,1,judge with 1 position,
7103,1,2,judge with multiple positions,
7104,2,3,judge with multiple positions,
7105,1,1,judge with 1 position,
7106,2,3,judge with multiple positions,
7107,1,1,judge with 1 position,
7108,1,2,judge with multiple positions,
7109,2,3,judge with multiple positions,
7110,1,1,judge with 1 position,
7111,1,1,judge with 1 position,
7112,2,3,judge with multiple positions,
7113,1,1,judge with 1 position,
7114,1,3,judge with multiple positions,
7115,1,1,judge with 1 position,
7116,2,2,judge with multiple positions,
7117,1,1,judge with 1 position,2.0
7118,1,1,judge with 1 position,
7119,1,1,judge with 1 position,
7120,1,1,judge with 1 position,
7121,1,1,judge with 1 position,
7122,1,1,judge with 1 position,
7123,1,1,judge with 1 position,
7124,1,1,judge with 1 position,
7125,1,1,judge with 1 position,
7126,1,1,judge with 1 position,
7127,1,1,judge with 1 position,
7128,1,1,judge with 1 position,
7129,1,1,judge with 1 position,
7130,1,1,judge with 1 position,
7131,2,4,judge with multiple positions,
7132,1,1,judge with 1 position,
7133,2,3,judge with multiple positions,
7134,1,1,judge with 1 position,
7135,1,1,judge with 1 position,
7136,1,1,judge with 1 position,
7137,2,4,judge with multiple positions,
7138,1,2,judge with multiple positions,
7139,1,1,judge with 1 position,
7140,1,2,judge with multiple positions,
7141,2,3,judge with multiple positions,
7143,2,4,judge with multiple positions,
7144,2,5,judge with multiple positions,
7145,3,11,judge with multiple positions,3.0
7146,1,1,judge with 1 position,
7147,3,5,judge with multiple positions,
7148,1,2,judge with multiple positions,
7149,1,1,judge with 1 position,
7150,1,4,judge with multiple positions,
7151,1,2,judge with multiple positions,
7152,1,1,judge with 1 position,
7153,1,2,judge with multiple positions,
7154,2,3,judge with multiple positions,
7155,2,3,judge with multiple positions,
7156,1,3,judge with multiple positions,
7157,2,4,judge with multiple positions,
7158,1,1,judge with 1 position,
7159,1,1,judge with 1 position,
7160,1,1,judge with 1 position,
7161,1,1,judge with 1 position,
7162,2,5,judge with multiple positions,
7163,1,3,judge with multiple positions,
7164,1,1,judge with 1 position,
7165,2,3,judge with multiple positions,
7166,1,2,judge with multiple positions,
7167,2,3,judge with multiple positions,
7168,1,1,judge with 1 position,
7169,2,3,judge with multiple positions,
7170,2,3,judge with multiple positions,
7171,1,1,judge with 1 position,
7172,1,3,judge with multiple positions,
7173,1,4,judge with multiple positions,
7174,2,3,judge with multiple positions,
7175,2,4,judge with multiple positions,
7176,2,3,judge with multiple positions,
7177,5,9,judge with multiple positions,3.0
7178,2,3,judge with multiple positions,
7179,1,3,judge with multiple positions,
7180,1,2,judge with multiple positions,
7181,1,1,judge with 1 position,
7182,1,1,judge with 1 position,
7183,2,3,judge with multiple positions,
7184,1,3,judge with multiple positions,
7185,1,1,judge with 1 position,
7186,1,2,judge with multiple positions,
7187,2,4,judge with multiple positions,
7188,2,4,judge with multiple positions,
7189,1,2,judge with multiple positions,
7190,1,3,judge with multiple positions,
7191,2,2,judge with multiple positions,
7192,2,3,judge with multiple positions,
7193,3,6,judge with multiple positions,
7194,2,3,judge with multiple positions,
7196,2,4,judge with multiple positions,
7197,1,1,judge with 1 position,
7198,2,4,judge with multiple positions,
7199,2,3,judge with multiple positions,
7200,1,1,judge with 1 position,
7201,2,3,judge with multiple positions,
7202,1,2,judge with multiple positions,
7203,2,3,judge with multiple positions,
7204,1,2,judge with multiple positions,
7205,1,2,judge with multiple positions,
7206,1,1,judge with 1 position,
7207,1,1,judge with 1 position,
7208,2,2,judge with multiple positions,
7209,1,1,judge with 1 position,
7210,1,3,judge with multiple positions,
7211,1,2,judge with multiple positions,
7212,2,3,judge with multiple positions,
7213,1,3,judge with multiple positions,
7214,1,2,judge with multiple positions,
7215,2,3,judge with multiple positions,
7216,1,1,judge with 1 position,
7217,1,1,judge with 1 position,
7218,1,1,judge with 1 position,
7219,2,2,judge with multiple positions,
7220,1,1,judge with 1 position,
7221,1,1,judge with 1 position,
7222,1,1,judge with 1 position,
7223,1,1,judge with 1 position,
7224,1,1,judge with 1 position,
7225,1,1,judge with 1 position,
7226,1,1,judge with 1 position,
7227,1,2,judge with multiple positions,
7228,1,1,judge with 1 position,
7229,2,2,judge with multiple positions,
7230,1,1,judge with 1 position,
7231,3,4,judge with multiple positions,
7232,1,2,judge with multiple positions,
7233,1,1,judge with 1 position,
7234,2,2,judge with multiple positions,
7235,1,1,judge with 1 position,
7236,1,1,judge with 1 position,
7237,1,1,judge with 1 position,
7238,1,1,judge with 1 position,
7239,1,1,judge with 1 position,
7240,3,11,judge with multiple positions,
7241,1,1,judge with 1 position,
7242,1,2,judge with multiple positions,
7243,2,3,judge with multiple positions,
7244,1,1,judge with 1 position,
7245,1,1,judge with 1 position,
7246,1,1,judge with 1 position,
7247,4,5,judge with multiple positions,
7248,1,1,judge with 1 position,
7249,1,1,judge with 1 position,
7250,1,1,judge with 1 position,
7251,1,1,judge with 1 position,
7252,1,1,judge with 1 position,
7253,2,2,judge with multiple positions,
7254,1,2,judge with multiple positions,
7255,1,2,judge with multiple positions,
7256,3,4,judge with multiple positions,
7257,2,3,judge with multiple positions,
7258,2,3,judge with multiple positions,
7259,2,3,judge with multiple positions,
7260,3,5,judge with multiple positions,
7261,2,3,judge with multiple positions,
7262,2,2,judge with multiple positions,
7263,1,2,judge with multiple positions,
7264,1,2,judge with multiple positions,
7265,1,1,judge with 1 position,
7266,1,1,judge with 1 position,
7267,1,1,judge with 1 position,
7268,2,2,judge with multiple positions,
7269,1,2,judge with multiple positions,
7270,1,2,judge with multiple positions,
7271,2,3,judge with multiple positions,
7272,2,4,judge with multiple positions,
7273,1,2,judge with multiple positions,
7274,2,4,judge with multiple positions,
7275,1,1,judge with 1 position,
7276,1,2,judge with multiple positions,
7277,1,1,judge with 1 position,
7278,2,2,judge with multiple positions,
7279,2,3,judge with multiple positions,
7280,2,4,judge with multiple positions,
7281,1,1,judge with 1 position,
7282,2,4,judge with multiple positions,
7283,1,1,judge with 1 position,
7284,2,3,judge with multiple positions,
7285,1,1,judge with 1 position,
7286,1,1,judge with 1 position,
7287,1,1,judge with 1 position,
7288,1,1,judge with 1 position,
7289,1,1,judge with 1 position,
7290,1,1,judge with 1 position,
7291,1,1,judge with 1 position,
7292,1,1,judge with 1 position,
7293,1,3,judge with multiple positions,
7294,1,2,judge with multiple positions,
7295,2,3,judge with multiple positions,
7296,1,1,judge with 1 position,
7297,1,2,judge with multiple positions,
7298,1,2,judge with multiple positions,
7299,2,3,judge with multiple positions,
7300,1,2,judge with multiple positions,
7301,1,2,judge with multiple positions,
7302,1,3,judge with multiple positions,
7303,1,2,judge with multiple positions,
7304,2,3,judge with multiple positions,
7305,2,3,judge with multiple positions,
7306,1,2,judge with multiple positions,
7307,1,3,judge with multiple positions,
7308,2,3,judge with multiple positions,
7309,2,3,judge with multiple positions,
7310,2,3,judge with multiple positions,
7311,2,3,judge with multiple positions,
7312,1,2,judge with multiple positions,
7313,1,2,judge with multiple positions,
7314,1,1,judge with 1 position,
7315,1,1,judge with 1 position,
7316,1,1,judge with 1 position,
7317,1,1,judge with 1 position,
7318,1,2,judge with multiple positions,10.0
7319,1,2,judge with multiple positions,
7320,2,3,judge with multiple positions,
7321,1,1,judge with 1 position,
7322,2,2,judge with multiple positions,
7323,1,1,judge with 1 position,
7324,2,2,judge with multiple positions,
7325,1,1,judge with 1 position,
7326,2,3,judge with multiple positions,
7327,1,1,judge with 1 position,
7328,1,1,judge with 1 position,
7329,1,1,judge with 1 position,
7330,1,1,judge with 1 position,
7331,1,2,judge with multiple positions,
7332,2,3,judge with multiple positions,
7333,1,1,judge with 1 position,
7334,1,2,judge with multiple positions,
7335,2,3,judge with multiple positions,
7336,1,2,judge with multiple positions,
7337,1,3,judge with multiple positions,
7338,1,1,judge with 1 position,
7339,2,4,judge with multiple positions,
7340,2,4,judge with multiple positions,
7341,1,1,judge with 1 position,
7343,1,2,judge with multiple positions,
7344,1,2,judge with multiple positions,
7345,1,2,judge with multiple positions,
7346,1,1,judge with 1 position,
7347,1,1,judge with 1 position,
7348,1,1,judge with 1 position,
7349,1,1,judge with 1 position,
7350,1,1,judge with 1 position,
7351,2,3,judge with multiple positions,
7352,1,1,judge with 1 position,
7353,1,1,judge with 1 position,
7354,1,1,judge with 1 position,
7355,2,2,judge with multiple positions,
7356,1,1,judge with 1 position,
7357,2,2,judge with multiple positions,
7358,1,2,judge with multiple positions,
7359,2,2,judge with multiple positions,
7360,1,1,judge with 1 position,
7361,1,1,judge with 1 position,
7362,1,1,judge with 1 position,
7363,1,2,judge with multiple positions,
7364,1,1,judge with 1 position,
7365,1,1,judge with 1 position,
7366,1,1,judge with 1 position,
7367,1,1,judge with 1 position,
7368,1,2,judge with multiple positions,
7369,3,4,judge with multiple positions,
7370,1,1,judge with 1 position,
7371,1,1,judge with 1 position,
7372,1,1,judge with 1 position,
7373,1,1,judge with 1 position,
7374,2,2,judge with multiple positions,
7375,1,1,judge with 1 position,
7376,2,3,judge with multiple positions,
7377,1,3,judge with multiple positions,
7378,1,2,judge with multiple positions,
7379,1,2,judge with multiple positions,
7380,2,2,judge with multiple positions,
7381,2,3,judge with multiple positions,
7382,1,1,judge with 1 position,
7383,1,1,judge with 1 position,
7384,3,5,judge with multiple positions,
7385,1,1,judge with 1 position,
7386,1,1,judge with 1 position,
7387,2,3,judge with multiple positions,
7388,1,1,judge with 1 position,
7389,1,1,judge with 1 position,
7390,1,1,judge with 1 position,
7391,2,3,judge with multiple positions,
7392,1,1,judge with 1 position,
7393,2,2,judge with multiple positions,
7394,1,1,judge with 1 position,
7395,2,3,judge with multiple positions,
7396,1,1,judge with 1 position,
7397,1,1,judge with 1 position,
7398,1,1,judge with 1 position,
7399,2,3,judge with multiple positions,
7400,1,1,judge with 1 position,
7401,2,3,judge with multiple positions,
7402,1,3,judge with multiple positions,
7403,1,1,judge with 1 position,
7404,1,1,judge with 1 position,
7405,1,1,judge with 1 position,
7406,1,1,judge with 1 position,
7407,1,1,judge with 1 position,
7408,1,1,judge with 1 position,
7409,1,1,judge with 1 position,
7410,1,1,judge with 1 position,
7411,1,1,judge with 1 position,
7412,2,2,judge with multiple positions,
7413,1,1,judge with 1 position,
7414,2,2,judge with multiple positions,
7415,2,3,judge with multiple positions,
7416,1,1,judge with 1 position,
7417,2,3,judge with multiple positions,
7418,2,2,judge with multiple positions,
7419,1,1,judge with 1 position,
7420,1,3,judge with multiple positions,
7421,1,1,judge with 1 position,
7422,2,3,judge with multiple positions,
7423,1,1,judge with 1 position,
7424,2,3,judge with multiple positions,
7425,1,1,judge with 1 position,
7426,1,1,judge with 1 position,
7427,1,2,judge with multiple positions,
7428,2,3,judge with multiple positions,
7429,2,4,judge with multiple positions,
7430,2,4,judge with multiple positions,
7431,1,1,judge with 1 position,
7432,2,4,judge with multiple positions,
7433,2,2,judge with multiple positions,
7434,1,1,judge with 1 position,
7435,1,1,judge with 1 position,
7436,2,2,judge with multiple positions,
7437,1,1,judge with 1 position,
7438,1,1,judge with 1 position,
7439,1,1,judge with 1 position,
7440,2,3,judge with multiple positions,
7441,1,1,judge with 1 position,
7442,1,1,judge with 1 position,
7443,1,1,judge with 1 position,
7444,1,3,judge with multiple positions,
7445,1,1,judge with 1 position,
7446,1,1,judge with 1 position,
7447,1,1,judge with 1 position,
7448,1,1,judge with 1 position,
7449,2,3,judge with multiple positions,
7450,1,1,judge with 1 position,
7451,2,3,judge with multiple positions,
7452,1,1,judge with 1 position,
7453,2,2,judge with multiple positions,
7454,1,1,judge with 1 position,
7455,1,1,judge with 1 position,
7456,1,1,judge with 1 position,
7457,1,1,judge with 1 position,
7458,1,1,judge with 1 position,
7459,1,2,judge with multiple positions,
7460,1,1,judge with 1 position,
7461,1,1,judge with 1 position,
7462,2,2,judge with multiple positions,
7463,2,2,judge with multiple positions,
7464,2,3,judge with multiple positions,
7465,2,3,judge with multiple positions,
7466,2,4,judge with multiple positions,
7467,2,3,judge with multiple positions,
7468,1,2,judge with multiple positions,
7469,1,2,judge with multiple positions,
7470,1,1,judge with 1 position,
7471,1,3,judge with multiple positions,
7472,1,1,judge with 1 position,
7473,2,4,judge with multiple positions,
7474,1,1,judge with 1 position,
7475,1,1,judge with 1 position,1.0
7476,1,1,judge with 1 position,
7477,2,4,judge with multiple positions,
7478,1,1,judge with 1 position,
7479,1,1,judge with 1 position,
7480,1,1,judge with 1 position,
7481,1,1,judge with 1 position,
7482,2,4,judge with multiple positions,
7483,1,1,judge with 1 position,
7484,1,1,judge with 1 position,
7485,1,1,judge with 1 position,
7486,1,1,judge with 1 position,
7487,1,1,judge with 1 position,
7488,1,2,judge with multiple positions,
7489,1,1,judge with 1 position,
7490,3,4,judge with multiple positions,
7491,1,1,judge with 1 position,
7492,2,4,judge with multiple positions,
7493,1,1,judge with 1 position,
7494,1,2,judge with multiple positions,
7495,2,3,judge with multiple positions,
7496,1,1,judge with 1 position,
7497,2,2,judge with multiple positions,
7498,1,1,judge with 1 position,
7499,1,1,judge with 1 position,
7500,1,1,judge with 1 position,
7501,1,1,judge with 1 position,
7502,1,1,judge with 1 position,
7503,2,3,judge with multiple positions,
7504,1,1,judge with 1 position,
7505,2,3,judge with multiple positions,
7506,1,3,judge with multiple positions,
7507,2,3,judge with multiple positions,
7508,2,2,judge with multiple positions,
7509,1,1,judge with 1 position,
7510,1,1,judge with 1 position,
7511,1,1,judge with 1 position,
7512,1,1,judge with 1 position,
7513,3,3,judge with multiple positions,
7514,1,1,judge with 1 position,
7515,1,1,judge with 1 position,
7516,1,1,judge with 1 position,
7517,1,1,judge with 1 position,
7518,2,3,judge with multiple positions,
7519,1,2,judge with multiple positions,
7521,2,3,judge with multiple positions,
7522,1,1,judge with 1 position,
7523,1,1,judge with 1 position,
7524,1,1,judge with 1 position,
7525,1,1,judge with 1 position,
7526,1,1,judge with 1 position,
