person_id,judge_flag,position,status,disclosures_count,name_first,name_middle,name_last,political_affiliations,race,date_nominated,date_start,date_termination,court_short_name,court_full_name
1650,1,11,judge with multiple positions,,Charles,Wycliffe,Joiner,r,w,1972-04-25,1972-06-09,,E.D. Michigan,"District Court, E.D. Michigan"
1651,1,5,judge with multiple positions,17.0,E.,Grady,Jolly,r,w,1982-07-01,1982-07-30,,Fifth Circuit,Court of Appeals for the Fifth Circuit
1652,1,9,judge with multiple positions,12.0,Barbara,S.,Jones,d,w,1995-10-18,1995-12-26,2013-01-04,S.D. New York,"District Court, S.D. New York"
1653,3,7,judge with multiple positions,13.0,C.,Darnell,Jones,r,b,2008-07-24,2008-10-30,,E.D. Pennsylvania,"District Court, E.D. Pennsylvania"
1654,2,9,judge with multiple positions,,Charles,Alvin,Jones,d,w,,1945-01-03,1966-01-01,Supreme Court of Pennsylvania,Supreme Court of Pennsylvania
1655,1,2,judge with multiple positions,14.0,Edith,Hollan,Jones,r,w,1985-02-27,1985-04-04,,Fifth Circuit,Court of Appeals for the Fifth Circuit
1656,1,6,judge with multiple positions,,James,McHall,Jones,w,w,1850-12-23,1850-12-26,1851-12-15,S.D. California,"District Court, S.D. California"
1657,1,7,judge with multiple positions,17.0,James,Parker,Jones,d,w,1995-12-12,1996-08-01,,W.D. Virginia,"District Court, W.D. Virginia"
1658,4,7,judge with multiple positions,,John,Bailey,Jones,r,w,1981-10-20,1981-11-18,,D. South Dakota,"District Court, D. South Dakota"
1659,1,7,judge with multiple positions,18.0,John,E.,Jones,r,w,2002-02-28,2002-07-31,,M.D. Pennsylvania,"District Court, M.D. Pennsylvania"
1660,3,9,judge with multiple positions,,John,Marvin,Jones,d,w,,1948-05-25,1976-03-04,Court of Claims,United States Court of Claims
1661,1,4,judge with multiple positions,,Lake,,Jones,r,w,1924-02-01,1924-02-18,1930-06-07,S.D. Florida,"District Court, S.D. Florida"
1662,5,11,judge with multiple positions,6.0,Napoleon,A.,Jones,d,b,1994-06-08,1994-09-15,2009-12-12,S.D. California,"District Court, S.D. California"
1663,1,9,judge with multiple positions,,Nathaniel,Raphael,Jones,d,b,1979-08-28,1979-10-05,2002-03-30,Sixth Circuit,Court of Appeals for the Sixth Circuit
1664,2,8,judge with multiple positions,,Okla,,Jones,d,b,1994-08-25,1994-10-11,1996-01-08,E.D. Louisiana,"District Court, E.D. Louisiana"
1665,2,5,judge with multiple positions,,Paul,J.,Jones,r,w,1923-02-28,1923-03-02,1965-08-04,N.D. Ohio,"District Court, N.D. Ohio"
1666,2,8,judge with multiple positions,13.0,Richard,A.,Jones,r,b,2007-03-19,2007-10-29,,W.D. Washington,"District Court, W.D. Washington"
1667,5,11,judge with multiple positions,16.0,Robert,Edward,Jones,r,w,,1991-01-01,1991-01-01,,
1668,3,7,judge with multiple positions,15.0,Robert,Clive,Jones,r,w,2003-06-09,2003-11-30,,D. Nevada,"District Court, D. Nevada"
1669,3,8,judge with multiple positions,,Shirley,Brannock,Jones,d,w,1979-05-22,1979-10-05,1982-12-31,D. Maryland,"District Court, D. Maryland"
1670,3,4,judge with multiple positions,9.0,Steve,CarMichael,Jones,d,b,2011-01-05,2011-03-03,,N.D. Georgia,"District Court, N.D. Georgia"
1671,2,10,judge with multiple positions,,Thomas,Goode,Jones,r,w,1901-12-05,1901-12-17,1914-04-28,M.D. Alabama,"District Court, M.D. Alabama"
1672,2,5,judge with multiple positions,,Warren,Leroy,Jones,r,w,,1981-10-01,1993-11-11,Eleventh Circuit,Court of Appeals for the Eleventh Circuit
1673,1,7,judge with multiple positions,,William,Blakely,Jones,d,w,1962-03-19,1962-04-12,1979-07-31,District of Columbia,"District Court, District of Columbia"
1674,3,11,judge with multiple positions,,William,Giles,Jones,d,w,,1861-01-01,1865-01-01,,
1675,1,9,judge with multiple positions,,Woodrow,Wilson,Jones,d,w,1967-06-27,1967-06-28,2002-11-25,W.D. North Carolina,"District Court, W.D. North Carolina"
1676,1,3,judge with multiple positions,10.0,Robert,James,Jonker,r,w,2007-03-19,2007-07-16,,W.D. Michigan,"District Court, W.D. Michigan"
1677,2,9,judge with multiple positions,18.0,Adalberto,Jose,Jordan,d,h,2011-08-02,2012-02-17,,Eleventh Circuit,Court of Appeals for the Eleventh Circuit
1678,1,2,judge with multiple positions,15.0,Daniel,Porter,Jordan,r,w,2006-04-24,2006-08-07,,S.D. Mississippi,"District Court, S.D. Mississippi"
1679,2,11,judge with multiple positions,17.0,Kent,A.,Jordan,r,w,2006-06-28,2006-12-13,,Third Circuit,Court of Appeals for the Third Circuit
1680,1,10,judge with multiple positions,18.0,Robert,Leon,Jordan,r,w,1988-07-25,1988-10-17,,E.D. Tennessee,"District Court, E.D. Tennessee"
1681,2,4,judge with multiple positions,16.0,Cindy,K.,Jorgenson,r,w,2001-09-10,2002-03-06,,D. Arizona,"District Court, D. Arizona"
1682,1,4,judge with multiple positions,,Matthew,M.,Joyce,r,w,1932-01-28,1932-02-11,1956-01-12,D. Minnesota,"District Court, D. Minnesota"
1683,2,8,judge with multiple positions,18.0,J.,Curtis,Joyner,r,b,1991-11-05,1992-04-13,,E.D. Pennsylvania,"District Court, E.D. Pennsylvania"
1684,2,9,judge with multiple positions,,Orrin,Grimmell,Judd,d,w,1968-04-25,1968-07-17,1976-07-07,E.D. New York,"District Court, E.D. New York"
1685,1,10,judge with multiple positions,,Andrew,Thompson,Judson,d,w,1836-06-28,1836-07-04,1853-03-17,D. Connecticut,"District Court, D. Connecticut"
1686,4,6,judge with multiple positions,,William,George,Juergens,r,w,,1979-03-31,1988-12-07,S.D. Illinois,"District Court, S.D. Illinois"
1687,1,8,judge with multiple positions,,Anthony,,Julian,r,w,1959-02-26,1959-09-10,1984-01-18,D. Massachusetts,"District Court, D. Massachusetts"
1688,1,3,judge with multiple positions,17.0,Robert,A.,Junell,r,w,2003-01-07,2003-02-12,,W.D. Texas,"District Court, W.D. Texas"
1689,1,6,judge with multiple positions,5.0,William,Wayne,Justice,d,w,1968-04-25,1968-06-07,2009-10-13,E.D. Texas,"District Court, E.D. Texas"
1690,2,6,judge with multiple positions,,Frederick,William,Kaess,r,w,1960-06-10,1960-07-06,1979-03-30,E.D. Michigan,"District Court, E.D. Michigan"
1691,0,15,non-judge,8.0,Elena,,Kagan,d,w,,,,,
1692,2,5,judge with multiple positions,15.0,Lawrence,E.,Kahn,d,w,1996-04-18,1996-08-01,,N.D. New York,"District Court, N.D. New York"
1693,3,6,judge with multiple positions,,Girard,Edward,Kalbfleisch,r,w,1959-08-21,1959-09-21,1990-04-01,N.D. Ohio,"District Court, N.D. Ohio"
1694,1,3,judge with multiple positions,10.0,Abdul,K.,Kallon,d,b,2009-07-31,2010-01-04,,N.D. Alabama,"District Court, N.D. Alabama"
1695,3,7,judge with multiple positions,,Harry,Ellis,Kalodner,d,w,1946-05-21,1946-07-27,1977-03-15,Third Circuit,Court of Appeals for the Third Circuit
1696,2,5,judge with multiple positions,,Edward,S.,Kampf,d,w,1946-01-17,1946-02-08,1948-07-01,N.D. New York,"District Court, N.D. New York"
1697,1,9,judge with multiple positions,,John,Kintzing,Kane,d,w,1846-06-11,1846-06-17,1858-02-21,E.D. Pennsylvania,"District Court, E.D. Pennsylvania"
1698,1,16,judge with multiple positions,13.0,John,L.,Kane,d,w,1977-11-02,1977-12-16,,D. Colorado,"District Court, D. Colorado"
1699,1,8,judge with multiple positions,17.0,Yvette,,Kane,d,w,1998-06-04,1998-10-22,,M.D. Pennsylvania,"District Court, M.D. Pennsylvania"
1700,3,8,judge with multiple positions,17.0,Michael,Stephen,Kanne,r,w,1987-02-02,1987-05-20,,Seventh Circuit,Court of Appeals for the Seventh Circuit
1701,5,8,judge with multiple positions,14.0,Frederick,J.,Kapala,r,w,2007-01-09,2007-05-10,,N.D. Illinois,"District Court, N.D. Illinois"
1702,1,4,judge with multiple positions,18.0,Lewis,A.,Kaplan,d,w,1994-05-05,1994-08-10,,S.D. New York,"District Court, S.D. New York"
1703,1,3,judge with multiple positions,13.0,Kenneth,M.,Karas,r,w,2003-09-18,2004-06-13,,S.D. New York,"District Court, S.D. New York"
1704,2,5,judge with multiple positions,11.0,Lawrence,K.,Karlton,d,w,1979-06-05,1979-07-24,,E.D. California,"District Court, E.D. California"
1705,2,6,judge with multiple positions,,Shiro,,Kashiwa,r,a,,1982-10-01,1986-01-07,Federal Circuit,Court of Appeals for the Federal Circuit
1706,1,2,judge with multiple positions,11.0,David,A.,Katz,d,w,1994-08-12,1994-10-11,,N.D. Ohio,"District Court, N.D. Ohio"
1707,1,5,judge with multiple positions,3.0,Marvin,,Katz,r,w,1983-06-21,1983-08-06,2010-10-12,E.D. Pennsylvania,"District Court, E.D. Pennsylvania"
1708,1,12,judge with multiple positions,18.0,Robert,A.,Katzmann,d,w,1999-03-08,1999-07-16,,Second Circuit,Court of Appeals for the Second Circuit
1709,2,10,judge with multiple positions,5.0,Bruce,William,Kauffman,d,w,1997-07-31,1997-11-12,2009-07-20,E.D. Pennsylvania,"District Court, E.D. Pennsylvania"
1710,1,11,judge with multiple positions,,Frank,Albert,Kaufman,d,w,1966-09-09,1966-09-22,1997-07-31,D. Maryland,"District Court, D. Maryland"
1711,2,7,judge with multiple positions,,Irving,Robert,Kaufman,d,w,1961-09-14,1961-09-22,1992-02-01,Second Circuit,Court of Appeals for the Second Circuit
1712,1,5,judge with multiple positions,,Samuel,Hamilton,Kaufman,d,w,1949-01-13,1949-02-02,1960-05-05,S.D. New York,"District Court, S.D. New York"
1713,1,13,judge with multiple positions,16.0,Brett,M.,Kavanaugh,r,w,2006-01-25,2006-05-30,,District of Columbia,"District Court, District of Columbia"
1714,1,4,judge with multiple positions,18.0,Alan,Cooke,Kay,r,w,1986-07-03,1986-09-15,,D. Hawaii,"District Court, D. Hawaii"
1715,1,3,judge with multiple positions,8.0,William,Joseph,Kayatta,d,w,2013-01-04,2013-02-14,,First Circuit,Court of Appeals for the First Circuit
1716,4,10,judge with multiple positions,10.0,David,Gregory,Kays,r,w,2007-11-15,2008-06-19,,W.D. Missouri,"District Court, W.D. Missouri"
1717,2,5,judge with multiple positions,13.0,George,P.,Kazen,d,w,1979-03-07,1979-05-11,,S.D. Texas,"District Court, S.D. Texas"
1718,1,4,judge with multiple positions,,William,Colbert,Keady,d,w,1968-03-26,1968-04-04,1989-06-16,N.D. Mississippi,"District Court, N.D. Mississippi"
1719,1,3,judge with multiple positions,6.0,Mark,A.,Kearney,d,w,2014-06-16,2014-12-04,,E.D. Pennsylvania,"District Court, E.D. Pennsylvania"
1720,1,3,judge with multiple positions,16.0,Amalya,Lyle,Kearse,d,b,1979-05-03,1979-06-21,,Second Circuit,Court of Appeals for the Second Circuit
1721,1,8,judge with multiple positions,,Richmond,Bowling,Keech,d,w,1947-01-08,1947-01-24,1986-04-13,District of Columbia,"District Court, District of Columbia"
1722,1,4,judge with multiple positions,,William,John,Keefe,d,w,1933-06-08,1933-06-13,1947-01-15,U.S. Customs Court,United States Customs Court
1723,1,3,judge with multiple positions,16.0,Irene,Patricia Murphy,Keeley,r,w,1992-04-01,1992-08-12,,N.D. West Virginia,"District Court, N.D. West Virginia"
1724,2,9,judge with multiple positions,,Walter,Angus,Keeling,d,w,1942-01-16,1942-01-28,1945-01-22,W.D. Texas,"District Court, W.D. Texas"
1725,7,14,judge with multiple positions,10.0,Barbara,Milano,Keenan,d,w,,2011-01-01,2011-01-01,,
1726,1,12,judge with multiple positions,16.0,John,Fontaine,Keenan,r,w,1983-09-13,1983-09-20,,S.D. New York,"District Court, S.D. New York"
1727,2,6,judge with multiple positions,1.0,Judith,Nelsen,Keep,d,w,1980-05-09,1980-06-30,2004-09-14,S.D. California,"District Court, S.D. California"
1728,1,11,judge with multiple positions,3.0,Robert,Ernest,Keeton,d,w,1979-01-25,1979-03-23,2006-09-08,D. Massachusetts,"District Court, D. Massachusetts"
1729,7,12,judge with multiple positions,,James,W.,Kehoe,d,w,1979-07-18,1979-10-05,1998-12-13,S.D. Florida,"District Court, S.D. Florida"
1730,2,5,judge with multiple positions,12.0,Damon,Jerome,Keith,d,b,1977-09-28,1977-10-21,,Sixth Circuit,Court of Appeals for the Sixth Circuit
1731,2,3,judge with multiple positions,,Richard,Boykin,Kellam,d,w,1967-07-17,1967-08-25,1996-06-08,E.D. Virginia,"District Court, E.D. Virginia"
1732,1,7,judge with multiple positions,8.0,Robert,Joseph,Kelleher,r,w,1970-12-15,1970-12-21,2012-06-20,C.D. California,"District Court, C.D. California"
1733,1,2,judge with multiple positions,,Benjamin,Franklin,Keller,r,w,1901-12-05,1901-12-17,1921-08-08,S.D. West Virginia,"District Court, S.D. West Virginia"
1734,1,5,judge with multiple positions,,William,Duffy,Keller,r,w,1984-09-11,1984-10-04,,C.D. California,"District Court, C.D. California"
1735,1,5,judge with multiple positions,3.0,Walter,DeKalb,Kelley,r,w,2003-10-31,2004-08-16,2008-05-16,E.D. Virginia,"District Court, E.D. Virginia"
1736,1,8,judge with multiple positions,8.0,Claire,Rita,Kelly,d,w,2013-01-04,2013-05-28,,Court of International Trade,United States Court of International Trade
1737,1,11,judge with multiple positions,1.0,James,McGirr,Kelly,r,w,1983-06-21,1983-08-06,2005-03-05,E.D. Pennsylvania,"District Court, E.D. Pennsylvania"
1738,1,6,judge with multiple positions,8.0,Jane,Louise,Kelly,d,w,2013-01-31,2013-04-25,,Eighth Circuit,Court of Appeals for the Eighth Circuit
1739,1,3,judge with multiple positions,,John,David,Kelly,d,w,1998-01-27,1998-08-03,1998-10-21,Eighth Circuit,Court of Appeals for the Eighth Circuit
1740,1,3,judge with multiple positions,,Patrick,F.,Kelly,d,w,1980-04-14,1980-05-23,1996-03-15,D. Kansas,"District Court, D. Kansas"
1741,1,3,judge with multiple positions,17.0,Paul,Joseph,Kelly,r,w,1991-11-19,1992-04-13,,Tenth Circuit,Court of Appeals for the Tenth Circuit
1742,2,8,judge with multiple positions,17.0,Robert,F.,Kelly,r,w,1987-05-01,1987-06-26,,E.D. Pennsylvania,"District Court, E.D. Pennsylvania"
1743,2,7,judge with multiple positions,,Elton,Joe,Kendall,r,w,1992-03-20,1992-05-15,2002-01-22,N.D. Texas,"District Court, N.D. Texas"
1744,1,4,judge with multiple positions,16.0,Virginia,Mary,Kendall,r,w,2005-09-28,2006-01-03,,N.D. Illinois,"District Court, N.D. Illinois"
1745,2,7,judge with multiple positions,,Charles,Brents,Kennamer,r,w,1931-01-24,1931-02-25,1955-06-03,M.D. Alabama,"District Court, M.D. Alabama"
1746,2,5,judge with multiple positions,,Franklin,Elmore,Kennamer,r,w,,1925-02-16,1960-05-01,N.D. Oklahoma,"District Court, N.D. Oklahoma"
1747,2,6,judge with multiple positions,19.0,Anthony,McLeod,Kennedy,r,w,1987-11-30,1988-02-11,2018-07-31,Supreme Court,Supreme Court of the United States
1748,3,5,judge with multiple positions,8.0,Cornelia,Groefsema,Kennedy,r,w,1979-04-09,1979-09-26,2014-05-12,Sixth Circuit,Court of Appeals for the Sixth Circuit
1749,1,6,judge with multiple positions,,Harold,Maurice,Kennedy,d,w,1944-09-01,1944-09-22,1952-09-30,E.D. New York,"District Court, E.D. New York"
1750,2,5,judge with multiple positions,8.0,Henry,Harold,Kennedy,d,b,1997-05-15,1997-09-18,,District of Columbia,"District Court, District of Columbia"
1751,1,5,judge with multiple positions,,Thomas,Blake,Kennedy,r,w,1921-10-17,1921-10-25,1957-05-21,D. Wyoming,"District Court, D. Wyoming"
1752,1,4,judge with multiple positions,18.0,Matthew,F.,Kennelly,d,w,1999-01-26,1999-04-22,,N.D. Illinois,"District Court, N.D. Illinois"
1753,2,5,judge with multiple positions,,Thomas,Martin,Kennerly,r,w,1931-01-24,1931-02-07,1962-07-29,S.D. Texas,"District Court, S.D. Texas"
1754,1,2,judge with multiple positions,5.0,Samuel,B.,Kent,r,w,1990-08-03,1990-10-01,2009-06-30,S.D. Texas,"District Court, S.D. Texas"
1755,2,5,judge with multiple positions,,W.,Wallace,Kent,r,w,1970-12-08,1970-12-18,1973-05-28,Sixth Circuit,Court of Appeals for the Sixth Circuit
1756,3,9,judge with multiple positions,,David,Vreeland,Kenyon,d,w,1980-06-20,1980-09-30,1997-07-31,C.D. California,"District Court, C.D. California"
1757,2,9,judge with multiple positions,,William,Squire,Kenyon,r,w,1922-01-31,1922-01-31,1933-09-09,Eighth Circuit,Court of Appeals for the Eighth Circuit
1758,1,4,judge with multiple positions,15.0,Terence,C.,Kern,d,w,1994-03-09,1994-06-09,,N.D. Oklahoma,"District Court, N.D. Oklahoma"
1759,3,6,judge with multiple positions,,Otto,,Kerner,d,w,1939-01-05,1939-02-09,1952-12-13,Seventh Circuit,Court of Appeals for the Seventh Circuit
1760,2,6,judge with multiple positions,,Otto,,Kerner,d,w,1968-03-11,1968-04-22,1974-07-22,Seventh Circuit,Court of Appeals for the Seventh Circuit
1761,1,6,judge with multiple positions,,Ewing,Thomas,Kerr,r,w,1956-01-12,1956-03-02,1992-07-01,D. Wyoming,"District Court, D. Wyoming"
1762,3,7,judge with multiple positions,,Frank,Henry,Kerrigan,r,w,1924-01-21,1924-01-28,1935-02-09,N.D. California,"District Court, N.D. California"
1763,2,7,judge with multiple positions,15.0,Gladys,,Kessler,d,w,1994-03-22,1994-06-16,,District of Columbia,"District Court, District of Columbia"
1764,1,10,judge with multiple positions,,Winthrop,Welles,Ketcham,r,w,1876-06-07,1876-06-26,1879-12-06,W.D. Pennsylvania,"District Court, W.D. Pennsylvania"
1765,2,8,judge with multiple positions,10.0,Raymond,M.,Kethledge,r,w,2007-03-19,2008-07-07,,Sixth Circuit,Court of Appeals for the Sixth Circuit
1766,2,10,judge with multiple positions,,David,McKendree,Key,r,w,1880-05-19,1880-05-27,1895-01-21,E.D. Tennessee,"District Court, E.D. Tennessee"
1767,1,10,judge with multiple positions,,Philip,Barton,Key,f,w,1801-02-18,1801-02-20,1802-07-01,Fourth Circuit,Court of Appeals for the Fourth Circuit
1768,4,8,judge with multiple positions,,William,Matthew,Kidd,d,w,,1983-01-14,1998-12-20,N.D. West Virginia,"District Court, N.D. West Virginia"
1769,3,11,judge with multiple positions,,Roger,Joseph,Kiley,d,w,1961-06-20,1961-06-30,1974-09-06,Seventh Circuit,Court of Appeals for the Seventh Circuit
1770,2,3,judge with multiple positions,,John,Francis,Kilkenny,r,w,1969-05-12,1969-09-16,1995-02-17,Ninth Circuit,Court of Appeals for the Ninth Circuit
1771,2,4,judge with multiple positions,,John,Milton,Killits,r,w,1910-06-21,1910-06-24,1938-09-13,N.D. Ohio,"District Court, N.D. Ohio"
1772,1,6,judge with multiple positions,,William,,Kilty,j,w,1802-01-06,1802-01-26,1806-01-27,District of Columbia,"District Court, District of Columbia"
1773,1,6,judge with multiple positions,17.0,Dale,A.,Kimball,d,w,1997-09-04,1997-10-24,,D. Utah,"District Court, D. Utah"
1774,1,5,judge with multiple positions,,David,Hayes,Kincheloe,r,w,1930-12-04,1931-01-29,1948-04-30,U.S. Customs Court,United States Customs Court
1775,1,4,judge with multiple positions,,Alexander,Campbell,King,d,w,1920-04-29,1920-05-24,1924-12-31,Fifth Circuit,Court of Appeals for the Fifth Circuit
1776,1,2,judge with multiple positions,17.0,Carolyn,Dineen,King,d,w,1979-04-30,1979-07-13,,Fifth Circuit,Court of Appeals for the Fifth Circuit
1777,1,3,judge with multiple positions,14.0,Garr,M.,King,d,w,1997-10-08,1998-04-30,,D. Oregon,"District Court, D. Oregon"
1778,1,6,judge with multiple positions,12.0,George,H.,King,d,a,1995-04-27,1995-06-30,,C.D. California,"District Court, C.D. California"
1779,6,12,judge with multiple positions,17.0,James,Lawrence,King,r,w,,1989-10-05,1997-01-05,"California Superior Court, Mendocino County","Superior Court of California, County of Mendocino"
1780,1,7,judge with multiple positions,23.0,Robert,Bruce,King,d,w,1998-06-24,1998-10-09,,Fourth Circuit,Court of Appeals for the Fourth Circuit
1781,3,10,judge with multiple positions,3.0,Samuel,Pailthorpe,King,r,"w,p",1972-05-22,1972-06-28,2010-12-07,D. Hawaii,"District Court, D. Hawaii"
1782,4,8,judge with multiple positions,16.0,James,E.,Kinkeade,r,w,2002-07-18,2002-11-15,,N.D. Texas,"District Court, N.D. Texas"
1783,1,7,judge with multiple positions,,Joseph,Peter,Kinneary,d,w,1966-06-28,1966-07-22,2003-02-14,S.D. Ohio,"District Court, S.D. Ohio"
1784,2,6,judge with multiple positions,,Alfred,Younges,Kirkland,r,w,1974-12-11,1974-12-21,2004-03-19,N.D. Illinois,"District Court, N.D. Illinois"
1785,1,4,judge with multiple positions,,James,Robert,Kirkland,d,w,1950-01-05,1950-03-09,1958-02-25,District of Columbia,"District Court, District of Columbia"
1786,2,3,judge with multiple positions,,Andrew,,Kirkpatrick,d,w,1896-12-08,1896-12-15,1904-05-03,D. New Jersey,"District Court, D. New Jersey"
1787,1,3,judge with multiple positions,,William,Huntington,Kirkpatrick,r,w,1927-03-03,1927-03-03,1970-11-28,E.D. Pennsylvania,"District Court, E.D. Pennsylvania"
1788,1,6,judge with multiple positions,17.0,Jackson,L.,Kiser,r,w,1981-11-04,1981-12-03,,W.D. Virginia,"District Court, W.D. Virginia"
1789,4,11,judge with multiple positions,,John,Joseph,Kitchen,r,w,1970-10-07,1970-10-16,1973-09-21,D. New Jersey,"District Court, D. New Jersey"
1790,3,6,judge with multiple positions,18.0,Robert,G.,Klausner,r,w,2002-07-18,2002-11-15,,C.D. California,"District Court, C.D. California"
1791,2,5,judge with multiple positions,16.0,Andrew,Jay,Kleinfeld,r,w,1991-05-23,1991-09-16,,Ninth Circuit,Court of Appeals for the Ninth Circuit
1792,1,5,judge with multiple positions,,Frank,Le Blond,Kloeb,d,w,1937-06-18,1937-08-20,1976-03-11,N.D. Ohio,"District Court, N.D. Ohio"
1793,1,9,judge with multiple positions,,Percy,Whitman,Knapp,r,w,1972-06-15,1972-06-30,2004-06-14,S.D. New York,"District Court, S.D. New York"
1794,2,7,judge with multiple positions,,Dennis,Raymond,Knapp,r,w,1970-12-08,1970-12-18,1998-12-25,S.D. West Virginia,"District Court, S.D. West Virginia"
1795,4,8,judge with multiple positions,,Martin,Augustine,Knapp,r,w,,1916-01-01,1923-02-10,Fourth Circuit,Court of Appeals for the Fourth Circuit
1796,3,7,judge with multiple positions,,Loyal,Edwin,Knappen,r,w,1910-01-17,1910-01-31,1911-12-31,Sixth Circuit,Court of Appeals for the Sixth Circuit
1797,1,8,judge with multiple positions,,John,,Knight,r,w,1931-12-15,1932-01-09,1955-06-15,W.D. New York,"District Court, W.D. New York"
1798,4,7,judge with multiple positions,,Winfred,George,Knoch,r,w,1958-08-16,1958-08-21,1983-05-23,Seventh Circuit,Court of Appeals for the Seventh Circuit
1799,2,11,judge with multiple positions,,William,Lee,Knous,d,w,1950-03-01,1950-04-07,1959-12-12,D. Colorado,"District Court, D. Colorado"
1800,2,10,judge with multiple positions,,Hiram,,Knowles,r,w,1890-01-06,1890-02-21,1904-04-15,D. Montana,"District Court, D. Montana"
1801,1,9,judge with multiple positions,,John,Power,Knowles,r,w,1869-12-06,1870-01-24,1881-03-21,D. Rhode Island,"District Court, D. Rhode Island"
1802,1,3,judge with multiple positions,,John,Clark,Knox,d,w,1918-03-29,1918-04-12,1966-08-23,S.D. New York,"District Court, S.D. New York"
1803,1,2,judge with multiple positions,,William,W.,Knox,r,w,1970-09-28,1970-10-14,1981-08-30,W.D. Pennsylvania,"District Court, W.D. Pennsylvania"
1804,2,6,judge with multiple positions,9.0,Leslie,Emi,Kobayashi,d,a,2010-04-21,2010-12-22,,D. Hawaii,"District Court, D. Hawaii"
1805,1,7,judge with multiple positions,16.0,Charles,Petros,Kocoras,d,w,1980-06-02,1980-09-30,,N.D. Illinois,"District Court, N.D. Illinois"
1806,2,4,judge with multiple positions,,Montgomery,Oliver,Koelsch,r,w,1959-09-12,1959-09-23,1992-09-01,Ninth Circuit,Court of Appeals for the Ninth Circuit
1807,1,5,judge with multiple positions,18.0,John,George,Koeltl,d,w,1994-04-26,1994-08-10,,S.D. New York,"District Court, S.D. New York"
1808,3,9,judge with multiple positions,10.0,Lucy,Haeran,Koh,d,a,2010-01-20,2010-06-09,,N.D. California,"District Court, N.D. California"
1809,4,6,judge with multiple positions,,Christian,Cecil,Kohlsaat,r,w,1905-03-18,1905-03-18,1911-12-31,Seventh Circuit,Court of Appeals for the Seventh Circuit
1810,2,5,judge with multiple positions,17.0,Colleen,,Kollar-Kotelly,d,w,1997-01-07,1997-03-26,,District of Columbia,"District Court, District of Columbia"
1811,1,5,judge with multiple positions,17.0,Richard,George,Kopf,r,w,1992-04-07,1992-05-26,,D. Nebraska,"District Court, D. Nebraska"
1812,1,11,judge with multiple positions,17.0,Edward,Robert,Korman,r,w,1985-10-02,1985-11-04,,E.D. New York,"District Court, E.D. New York"
1813,1,6,judge with multiple positions,16.0,Charles,B.,Kornmann,d,w,1995-01-23,1995-03-24,,D. South Dakota,"District Court, D. South Dakota"
1814,1,8,judge with multiple positions,,Arthur,A.,Koscinski,d,w,1945-06-04,1945-07-18,1957-11-21,E.D. Michigan,"District Court, E.D. Michigan"
1815,3,9,judge with multiple positions,14.0,Edwin,Michael,Kosik,r,w,1986-05-14,1986-06-16,,M.D. Pennsylvania,"District Court, M.D. Pennsylvania"
1816,2,4,judge with multiple positions,15.0,Elizabeth,Anne,Kovachevich,r,w,1982-01-26,1982-03-09,,M.D. Florida,"District Court, M.D. Florida"
1817,1,9,judge with multiple positions,14.0,Alex,,Kozinski,r,w,1985-06-05,1985-11-07,,Ninth Circuit,Court of Appeals for the Ninth Circuit
1818,1,3,judge with multiple positions,,Charles,William,Kraft,r,w,1956-01-12,1956-03-29,2002-01-18,E.D. Pennsylvania,"District Court, E.D. Pennsylvania"
1819,2,7,judge with multiple positions,6.0,Shirley,Wohl,Kram,r,w,1983-01-31,1983-03-02,2009-08-21,S.D. New York,"District Court, S.D. New York"
1820,1,7,judge with multiple positions,6.0,Cheryl,Ann,Krause,d,w,2014-02-06,2014-07-09,,Third Circuit,Court of Appeals for the Third Circuit
1821,3,4,judge with multiple positions,13.0,Phyllis,A.,Kravitch,d,w,,1981-10-01,,Eleventh Circuit,Court of Appeals for the Eleventh Circuit
1822,1,6,judge with multiple positions,7.0,Mark,R.,Kravitz,r,w,2003-03-27,2003-06-12,2012-09-30,D. Connecticut,"District Court, D. Connecticut"
1823,1,7,judge with multiple positions,,Arnold,,Krekel,r,w,1865-03-06,1865-03-09,1888-06-09,W.D. Missouri,"District Court, W.D. Missouri"
1824,1,8,judge with multiple positions,,Isaac,Benjamin,Krentzman,d,w,1967-05-24,1967-06-12,1998-03-29,M.D. Florida,"District Court, M.D. Florida"
1825,3,10,judge with multiple positions,,Alvin,I.,Krenzler,r,w,1981-11-17,1981-12-10,1992-07-06,N.D. Ohio,"District Court, N.D. Ohio"
1826,2,4,judge with multiple positions,16.0,Marcia,S.,Krieger,r,w,2001-09-10,2002-01-30,,D. Colorado,"District Court, D. Colorado"
1827,3,6,judge with multiple positions,10.0,John,Arnold,Kronstadt,d,w,2011-01-05,2011-04-14,,C.D. California,"District Court, C.D. California"
1828,3,12,judge with multiple positions,1.0,Robert,B.,Krupansky,r,w,1982-01-28,1982-03-10,2004-11-08,Sixth Circuit,Court of Appeals for the Sixth Circuit
1829,2,6,judge with multiple positions,15.0,Robert,B.,Kugler,r,w,2002-08-01,2002-12-04,,D. New Jersey,"District Court, D. New Jersey"
1830,1,3,judge with multiple positions,10.0,William,Francis,Kuntz,d,b,2011-03-09,2011-10-04,,E.D. New York,"District Court, E.D. New York"
1831,1,4,judge with multiple positions,,Fred,,Kunzel,r,w,1959-02-16,1959-09-10,1969-11-19,S.D. California,"District Court, S.D. California"
